theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-07-10,0.5500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-07-10,1.4000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-07-10,0.7400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-07-10,0.5900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-07-10,0.3400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-07-10,0.2500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-07-03,0.2200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-07-03,0.4600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-07-03,0.9900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-07-03,1.2100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-07-03,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-07-03,0.5500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-06-26,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-06-26,0.9500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-06-26,0.9000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-06-26,0.1600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-06-26,0.2900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-06-26,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-06-19,0.6000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-06-19,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-06-19,1.1300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-06-19,0.5800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-06-19,0.4300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-06-19,0.4800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-06-12,0.2000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-06-12,0.4600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-06-12,0.5300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-06-12,0.2900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-06-12,1.0900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-06-12,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-06-05,0.5600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-06-05,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-06-05,0.3400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-06-05,0.1500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-06-05,0.4000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-06-05,0.2000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-05-29,0.3200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-05-29,0.4300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-05-29,1.2000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-05-29,0.2300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-05-29,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-05-29,0.3600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-05-22,0.7800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-05-22,0.3500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-05-22,1.2100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-05-22,0.6800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-05-22,0.3300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-05-22,0.6000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-05-15,0.6300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-05-15,0.3300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-05-15,1.0300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-05-15,0.4000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-05-15,0.1000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-05-15,0.1400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-05-08,1.1400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-05-08,1.2500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-05-08,2.5800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-05-08,0.1000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-05-08,0.2700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-05-08,0.6200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-05-01,1.0200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-05-01,2.1700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-05-01,2.1400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-05-01,0.3100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-05-01,0.4400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-05-01,0.5500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-04-24,1.3900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-04-24,1.4700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-04-24,2.6300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-04-24,0.7300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-04-24,0.3500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-04-24,0.3500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-04-17,1.1000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-04-17,0.6100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-04-17,3.0700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-04-17,0.5800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-04-17,0.2700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-04-17,0.1100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-04-10,1.5200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-04-10,0.7800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-04-10,2.9700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-04-10,1.0600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-04-10,0.1900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-04-10,0.1300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-04-03,0.8200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-04-03,3.8700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-04-03,5.5700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-04-03,0.5900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-04-03,0.3800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-04-03,0.4800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-03-27,2.0600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-03-27,2.3400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-03-27,4.8500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-03-27,1.2100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-03-27,0.2500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-03-27,0.3200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-03-20,2.0700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-03-20,3.2100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-03-20,4.5700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-03-20,0.7100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-03-20,0.3500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-03-20,0.4900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-03-13,2.7900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-03-13,3.0700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-03-13,5.4800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-03-13,1.4800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-03-13,1.2600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-03-13,0.2700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-03-06,2.9300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-03-06,4.6700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-03-06,6.1100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-03-06,1.3200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-03-06,0.4000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-03-06,1.3000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-02-27,2.0500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-02-27,3.1100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-02-27,5.1200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-02-27,1.0800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-02-27,0.5500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-02-27,0.7100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-02-20,2.8500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-02-20,2.6100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-02-20,6.5000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-02-20,1.3300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-02-20,0.9300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-02-20,0.8800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-02-13,2.4300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-02-13,4.3700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-02-13,7.8500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-02-13,0.8400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-02-13,1.0700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-02-13,0.7900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-02-06,1.4500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-02-06,4.4500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-02-06,4.5100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-02-06,1.3000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-02-06,0.9500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-02-06,1.0300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-01-30,2.3300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-01-30,3.9100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-01-30,5.1800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-01-30,2.2400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-01-30,1.7200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-01-30,1.6000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-01-23,3.3900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-01-23,2.8000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-01-23,7.2300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-01-23,3.0600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-01-23,1.9500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-01-23,1.7100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-01-16,3.6000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-01-16,5.1000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-01-16,5.5200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-01-16,2.9400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-01-16,2.4400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-01-16,2.5900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-01-09,8.0100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-01-09,6.6500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-01-09,9.1200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-01-09,5.8100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-01-09,6.3300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-01-09,7.0900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2023,2023-01-02,15.8700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2023,2023-01-02,17.0600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2023,2023-01-02,18.9200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2023,2023-01-02,11.2900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2023,2023-01-02,14.5600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2023,2023-01-02,13.6400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2022,2022-12-26,27.4100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2022,2022-12-26,30.2300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2022,2022-12-26,36.8300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2022,2022-12-26,26.0200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2022,2022-12-26,25.4400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2022,2022-12-26,25.5500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2022,2022-12-19,29.9200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2022,2022-12-19,48.7400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2022,2022-12-19,44.8700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2022,2022-12-19,28.7100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2022,2022-12-19,26.3600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2022,2022-12-19,28.1300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2022,2022-12-12,26.4900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2022,2022-12-12,40.3300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2022,2022-12-12,41.8700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2022,2022-12-12,24.4300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2022,2022-12-12,22.6500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2022,2022-12-12,24.3400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2022,2022-12-05,18.4600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2022,2022-12-05,34.9000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2022,2022-12-05,32.1400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2022,2022-12-05,18.8600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2022,2022-12-05,16.7500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2022,2022-12-05,18.8700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2022,2022-11-28,13.0400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2022,2022-11-28,25.4700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2022,2022-11-28,27.5100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2022,2022-11-28,13.2600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2022,2022-11-28,12.0700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2022,2022-11-28,10.4800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2022,2022-11-21,9.1300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2022,2022-11-21,20.4700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2022,2022-11-21,21.1600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2022,2022-11-21,9.6400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2022,2022-11-21,7.9500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2022,2022-11-21,9.5300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2022,2022-11-14,8.7500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2022,2022-11-14,15.0300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2022,2022-11-14,17.0200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2022,2022-11-14,6.8100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2022,2022-11-14,5.7100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2022,2022-11-14,7.3600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2022,2022-11-07,7.5100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2022,2022-11-07,14.2100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2022,2022-11-07,14.8200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2022,2022-11-07,7.4300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2022,2022-11-07,6.7100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,80+,default,2022,2022-11-07,6.8700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,00-04,default,2022,2022-10-31,5.8900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,05-14,default,2022,2022-10-31,11.6300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,15-44,default,2022,2022-10-31,13.0400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,45-64,default,2022,2022-10-31,7.5700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,65-79,default,2022,2022-10-31,6.3000,False
