y,lb_50,ub_50,lb_95,ub_95,prop,time,pathogen,Year,Week,date,season,day_of_year,plot_label,peak_time,day_shifted,H3_sum,flu_pos_sum,Season,gr,gr_smooth
-0.3450768863171456,-0.44708310102604687,-0.24556663935185208,-0.6439817749417676,-0.05977787548410993,0.007555555555555556,121,H3_sum,2013,17,2013-04-22,2012/13,477,Pre-pandemic,296,181,31,73,2012/13,-1.227174226434749,-0.3377792274751873
-0.3717163586198946,-0.47406182270348296,-0.26779640409193795,-0.6857727960567608,-0.07010425856655732,0.0067777777777777775,122,H3_sum,2013,18,2013-04-29,2012/13,484,Pre-pandemic,296,188,10,41,2012/13,-1.1246723953379747,-0.449994110582584
-0.3562279810594655,-0.46502165651876415,-0.2507756061312092,-0.6830846832388119,-0.04457964964881311,0.011,123,H3_sum,2013,19,2013-05-06,2012/13,491,Pre-pandemic,296,195,0,25,2012/13,-4.61512051684126,-1.7369842671537423
-0.3111291299252308,-0.4186352102021894,-0.19855412818628437,-0.6419350066088164,0.020995384345366845,0.03255555555555555,124,H3_sum,2013,20,2013-05-13,2012/13,498,Pre-pandemic,296,202,9,15,2012/13,4.51085950651685,-0.6140269080242835
-0.27732644356244407,-0.3911895285239373,-0.16197376895349203,-0.6177400487471039,0.04830088815045361,0.04844444444444444,125,H3_sum,2013,21,2013-05-20,2012/13,505,Pre-pandemic,296,209,0,15,2012/13,-4.51085950651685,-1.4349482280448087
-0.24873746162025068,-0.36844480765482146,-0.1351545118143872,-0.5952690513156949,0.08206704665716125,0.072,126,H3_sum,2013,22,2013-05-27,2012/13,512,Pre-pandemic,296,216,14,20,2012/13,4.948759890378168,0.08340984338422741
-0.2533400823440737,-0.3715145483113223,-0.13582211407949962,-0.5984029998268572,0.08601591618074701,0.07111111111111111,127,H3_sum,2013,23,2013-06-03,2012/13,519,Pre-pandemic,296,223,4,4,2012/13,-1.2351878236738605,0.9283930166760768
-0.2654176845483056,-0.3866191437843667,-0.15016637860710944,-0.6205941702954078,0.06821080736873267,0.057888888888888886,128,H3_sum,2013,24,2013-06-10,2012/13,526,Pre-pandemic,296,230,2,2,2012/13,-0.6690496289808848,-0.3665842671983568
-0.2711929353284497,-0.39572432575990835,-0.15288134173977808,-0.6385763226632493,0.07494043800770771,0.062,129,H3_sum,2013,25,2013-06-17,2012/13,533,Pre-pandemic,296,237,0,2,2012/13,-3.044522437723423,0
-0.253132179001245,-0.37492903374225356,-0.130378777769249,-0.6197740271301363,0.10883728443397006,0.08233333333333333,130,H3_sum,2013,26,2013-06-24,2012/13,540,Pre-pandemic,296,244,0,1,2012/13,0,-1.237189972594542
-0.21207181280474074,-0.3372440980617808,-0.08862458184256203,-0.5809657118519073,0.14598661216774814,0.12277777777777778,131,H3_sum,2013,27,2013-07-01,2013/14,547,Pre-pandemic,280,267,0,8,2013/14,0,-0.928393016676077
-0.16161238771718034,-0.2852111977221423,-0.03743668683208751,-0.534890746742302,0.2018646176274437,0.18855555555555556,132,H3_sum,2013,28,2013-07-08,2013/14,189,Pre-pandemic,280,-91,0,2,2013/14,0,-0.7611306094308559
-0.1174801931870425,-0.23776462708180096,0.007973174133272268,-0.48890424886234995,0.2482674877280986,0.2638888888888889,133,H3_sum,2013,29,2013-07-15,2013/14,196,Pre-pandemic,280,-84,0,2,2013/14,0,0
-0.07797905608164102,-0.1981875424033666,0.051129623328972765,-0.4488126697370816,0.29014270957880695,0.3441111111111111,134,H3_sum,2013,30,2013-07-22,2013/14,203,Pre-pandemic,280,-77,3,4,2013/14,3.4339872044851463,0.8584968011212866
-0.04949888461585,-0.17264233103307713,0.07822187742659376,-0.4178700031364491,0.3239832409307401,0.39755555555555555,135,H3_sum,2013,31,2013-07-29,2013/14,210,Pre-pandemic,280,-70,0,2,2013/14,-3.4339872044851463,0
-0.002137783447557967,-0.1339006363121674,0.11926398062781615,-0.3770338429366813,0.3594943607586712,0.4955555555555556,136,H3_sum,2013,32,2013-08-05,2013/14,217,Pre-pandemic,280,-63,0,0,2013/14,0,0
0.04730937537639096,-0.0781680177332226,0.17153770845015565,-0.3296037709260179,0.42235045783839764,0.5944444444444444,137,H3_sum,2013,33,2013-08-12,2013/14,224,Pre-pandemic,280,-56,0,4,2013/14,0,0
0.10113547729138872,-0.023923999121557682,0.2349999163448921,-0.26983008147849824,0.48647516016119424,0.7081111111111111,138,H3_sum,2013,34,2013-08-19,2013/14,231,Pre-pandemic,280,-49,0,2,2013/14,0,-0.8584968011212866
0.1610107734167618,0.03219353053182877,0.28395229678223555,-0.21226341118588277,0.534375277240152,0.7986666666666666,139,H3_sum,2013,35,2013-08-26,2013/14,238,Pre-pandemic,280,-42,0,2,2013/14,0,0
0.20410963294164808,0.08104905389563796,0.33225932972428596,-0.15632840973716425,0.5770692773560695,0.8636666666666667,140,H3_sum,2013,36,2013-09-02,2013/14,245,Pre-pandemic,280,-35,0,3,2013/14,0,0
0.23570583258450217,0.11171572370820676,0.36264063023668003,-0.11788831847015602,0.6158516187776498,0.8992222222222223,141,H3_sum,2013,40,2013-09-30,2013/14,273,Pre-pandemic,280,-7,0,7,2013/14,0,0
0.24575343285387774,0.12258110366334127,0.370301695184192,-0.10837867134276197,0.6122024382723501,0.9087777777777778,142,H3_sum,2013,41,2013-10-07,2013/14,280,Pre-pandemic,280,0,3,4,2013/14,3.4339872044851463,0.8584968011212866
0.2265940654188947,0.10217826257498541,0.3507152909150041,-0.13604118181820155,0.595412121490857,0.8962222222222223,143,H3_sum,2013,42,2013-10-14,2013/14,287,Pre-pandemic,280,7,2,4,2013/14,-0.38946476676172315,0.7611306094308559
0.19303434378048323,0.06932709345460664,0.31529197679984816,-0.15621609109873302,0.5549053253369025,0.8596666666666667,144,H3_sum,2013,43,2013-10-21,2013/14,294,Pre-pandemic,280,14,0,4,2013/14,-3.044522437723423,0
0.16603649211623073,0.04600769082803402,0.28244283178922736,-0.1696324876978539,0.5190125792077326,0.8298888888888889,145,H3_sum,2013,44,2013-10-28,2013/14,301,Pre-pandemic,280,21,6,10,2013/14,4.110873864173311,1.027718466043328
0.12865813138902982,0.010766390397491166,0.24680178347355808,-0.20356036324993956,0.474948201422735,0.7706666666666667,146,H3_sum,2013,45,2013-11-04,2013/14,308,Pre-pandemic,280,28,13,18,2013/14,0.7643234590278403,0.3603025296790012
0.0955459686009349,-0.01932550149585882,0.21273233585352525,-0.242560302413812,0.44118094572840744,0.7124444444444444,147,H3_sum,2013,46,2013-11-11,2013/14,315,Pre-pandemic,280,35,2,11,2013/14,-1.8306748854777284,1.1102230246251565e-16
0.09599790557451593,-0.015519858070472736,0.20954154350457865,-0.23837768578629492,0.4267801616904832,0.72,148,H3_sum,2013,47,2013-11-18,2013/14,322,Pre-pandemic,280,42,0,9,2013/14,-3.044522437723423,1.1102230246251565e-16
0.12693802934015042,0.011340326486230956,0.2418625828612263,-0.20173021028587884,0.4592294048635289,0.7721111111111111,149,H3_sum,2013,48,2013-11-25,2013/14,329,Pre-pandemic,280,49,0,18,2013/14,0,-1.0277184660433276
0.16638358991404356,0.05639624082120753,0.27686990806445566,-0.160587789432008,0.4895962689995182,0.844,150,H3_sum,2013,49,2013-12-02,2013/14,336,Pre-pandemic,280,56,2,11,2013/14,3.044522437723423,-0.45766872136943204
0.18213887791726635,0.07429361726636385,0.2858953520371549,-0.12014678809800027,0.493960165918936,0.8753333333333333,151,H3_sum,2013,50,2013-12-09,2013/14,343,Pre-pandemic,280,63,16,24,2013/14,2.03688192726104,0.50922048181526
0.16993863660969066,0.0676254158363645,0.27549962531244543,-0.12824527578002082,0.47603987605103393,0.8682222222222222,152,H3_sum,2013,51,2013-12-16,2013/14,350,Pre-pandemic,280,70,16,29,2013/14,0,1.2703510912461158
0.14887365090072446,0.045653113790699584,0.2511706230765759,-0.1559059443632789,0.46673961925914453,0.8364444444444444,153,H3_sum,2013,52,2013-12-23,2013/14,357,Pre-pandemic,280,77,14,24,2013/14,-0.13264447460629486,1.237189972594542
0.1277144836094548,0.02348833017238816,0.2314570626199689,-0.1705259983366272,0.44434010059172,0.7946666666666666,154,H3_sum,2013,1,2013-12-30,2013/14,364,Pre-pandemic,280,84,14,62,2013/14,0,0.47605936316368636
0.11412368022562425,0.008454250109724004,0.21907571879543697,-0.20263739885200116,0.43256096798008375,0.7672222222222222,155,H3_sum,2014,2,2014-01-06,2013/14,371,Pre-pandemic,280,91,7,69,2013/14,-0.686080013336853,-0.20468112198578697
0.11461486458031134,0.00841128096995758,0.21697784903532957,-0.18979277607988182,0.4079762390746368,0.7644444444444445,156,H3_sum,2014,3,2014-01-13,2013/14,378,Pre-pandemic,280,98,22,91,2013/14,1.1354828244764374,0.07918958413332244
0.10787770282055931,0.003053511431015399,0.20952494501513408,-0.18842980458935354,0.40557825898405353,0.7554444444444445,157,H3_sum,2014,4,2014-01-20,2013/14,385,Pre-pandemic,280,105,12,82,2013/14,-0.6023721559210118,-0.038242336195356885
0.10152803804423205,-0.001997864028908225,0.20162563915080844,-0.19960571503831198,0.40051070965936486,0.746,158,H3_sum,2014,5,2014-01-27,2013/14,392,Pre-pandemic,280,112,49,119,2013/14,1.4006535821977795,0.3119210593540881
0.07716225779160313,-0.022052614642581125,0.17630322925070907,-0.2149046147663308,0.37114909171718896,0.6962222222222222,159,H3_sum,2014,6,2014-02-03,2013/14,399,Pre-pandemic,280,119,33,185,2013/14,-0.3943257524174576,0.38485962458393685
0.05359241755519495,-0.04740164237155531,0.15396811726108495,-0.24196925804924124,0.3504035784069024,0.637,160,H3_sum,2014,7,2014-02-10,2013/14,406,Pre-pandemic,280,126,29,183,2013/14,-0.12879510820557039,0.06879014141343495
0.03458492118171641,-0.06475422196899672,0.1357581998471179,-0.2658863263727956,0.33285022528223307,0.5934444444444444,161,H3_sum,2014,8,2014-02-17,2013/14,413,Pre-pandemic,280,133,19,180,2013/14,-0.42104983912486266,0.11412072061247223
0.022213570234842717,-0.08033442588378148,0.11933897338545829,-0.2766099117118486,0.31719952769028226,0.563,162,H3_sum,2014,9,2014-02-24,2013/14,420,Pre-pandemic,280,140,62,234,2013/14,1.179057653886849,0.058721738534739554
-0.017884943729684855,-0.11639369493433871,0.08642133582879796,-0.30069816933845106,0.2760840693020053,0.4548888888888889,163,H3_sum,2014,10,2014-03-03,2013/14,427,Pre-pandemic,280,147,50,190,2013/14,-0.21472498084861394,0.1036219314269505
-0.057940385078426804,-0.15547077847624713,0.04072156210482647,-0.3539202957549172,0.24071672167847577,0.34144444444444444,164,H3_sum,2014,11,2014-03-10,2013/14,434,Pre-pandemic,280,154,30,215,2013/14,-0.509495836335989,0.00844674939434581
-0.08465797007962261,-0.18654203549093196,0.016745356689964574,-0.38348593069552245,0.2129782622926945,0.28544444444444445,165,H3_sum,2014,12,2014-03-17,2013/14,441,Pre-pandemic,280,161,20,156,2013/14,-0.4038053566897999,0.012757870003111502
-0.10114741697507013,-0.20552569829666023,0.0027985988129601846,-0.3992084862778391,0.19933595708228274,0.25522222222222224,166,H3_sum,2014,13,2014-03-24,2013/14,448,Pre-pandemic,280,168,16,131,2013/14,-0.22190054307461274,-0.3374816792372539
-0.12151109291684192,-0.22420107646279208,-0.015740355237444992,-0.4227392058491129,0.17892035145507562,0.21777777777777776,167,H3_sum,2014,14,2014-03-31,2013/14,455,Pre-pandemic,280,175,33,107,2013/14,0.7207140103925999,-0.10362193142695048
-0.14943383451636993,-0.25461238226094685,-0.04658536229282606,-0.4564753256879668,0.1524961173913849,0.16722222222222222,168,H3_sum,2014,15,2014-04-07,2013/14,462,Pre-pandemic,280,182,17,98,2013/14,-0.660454818874403,-0.14136167706155395
-0.1805878712043556,-0.2821346660137738,-0.07541060460255566,-0.4779157132467224,0.12743661400682693,0.12455555555555556,169,H3_sum,2014,16,2014-04-14,2013/14,469,Pre-pandemic,280,189,17,40,2013/14,0,-0.040410337889103976
-0.20042697525300834,-0.3090582361244324,-0.09876142162872015,-0.5119377863187792,0.1051203084053934,0.09377777777777778,170,H3_sum,2014,17,2014-04-21,2013/14,476,Pre-pandemic,280,196,8,62,2013/14,-0.7472144018302213,-0.1717388025780061
-0.2112912788879444,-0.3208023486779811,-0.10828647243579359,-0.5260605620496769,0.09733544405528012,0.08688888888888889,171,H3_sum,2014,18,2014-04-28,2013/14,483,Pre-pandemic,280,203,14,56,2013/14,0.5543107357057295,-0.2133396212497237
-0.2025916318186316,-0.31262459810145005,-0.09929898002173965,-0.5200647388343317,0.10546939943422878,0.10088888888888889,172,H3_sum,2014,19,2014-05-05,2013/14,490,Pre-pandemic,280,210,0,30,2013/14,-4.948759890378168,-1.285415889125665
-0.16868487505973162,-0.2790175136304549,-0.06501445662525263,-0.48174926563095133,0.14055501396157874,0.14277777777777778,173,H3_sum,2014,20,2014-05-12,2013/14,497,Pre-pandemic,280,217,19,25,2013/14,5.25227342804663,0.027652467885992182
-0.13642788600546607,-0.24441723700304563,-0.029820925630637873,-0.4500715807762056,0.1767510554073825,0.19311111111111112,174,H3_sum,2014,22,2014-05-26,2013/14,511,Pre-pandemic,280,231,1,1,2013/14,-2.854378155248259,-0.4991384704685172
-0.08661610650486196,-0.19478408757574628,0.0223512299899562,-0.4062888696792447,0.23384795647875492,0.3001111111111111,175,H3_sum,2014,39,2014-09-22,2014/15,265,Pre-pandemic,300,-35,0,5,2014/15,-2.3978952727983707,-1.237189972594542
-0.013667713544984084,-0.12392859113027815,0.09763813088331252,-0.3404154876076052,0.31006491705813477,0.4681111111111111,176,H3_sum,2014,40,2014-09-29,2014/15,272,Pre-pandemic,300,-28,0,5,2014/15,0,0
0.05465472347060096,-0.05441901433568602,0.1674821018833771,-0.26353853521666076,0.3800782141015122,0.6367777777777778,177,H3_sum,2014,41,2014-10-06,2014/15,279,Pre-pandemic,300,-21,2,3,2014/15,3.044522437723423,-0.5519377475808016
0.10323417307598892,-0.010192661517689716,0.21125154722969924,-0.22280144266464857,0.43323210246136923,0.7303333333333333,178,H3_sum,2014,42,2014-10-13,2014/15,286,Pre-pandemic,300,-14,7,10,2014/15,1.2181574393178922,0.46619615106073625
0.1280437863282906,0.020623286180987965,0.23990720963615575,-0.18483328171413763,0.45257509798257617,0.7902222222222223,179,H3_sum,2014,43,2014-10-20,2014/15,293,Pre-pandemic,300,-7,0,7,2014/15,-4.2626798770413155,0
0.1512483337008823,0.043685980195120155,0.2595192717416157,-0.16303927852797137,0.46886952044005326,0.83,180,H3_sum,2014,44,2014-10-27,2014/15,300,Pre-pandemic,300,0,8,13,2014/15,4.394449154672438,1.0986122886681096
0.139627041845499,0.036659253842946105,0.24784894927631973,-0.17034353682273107,0.476875570125026,0.8231111111111111,181,H3_sum,2014,45,2014-11-03,2014/15,307,Pre-pandemic,300,7,8,9,2014/15,0,0.33748167923725386
0.1175372575654412,0.010532078992571359,0.2228051092195018,-0.19617193540003725,0.4363339845280763,0.7676666666666667,182,H3_sum,2014,46,2014-11-10,2014/15,314,Pre-pandemic,300,14,13,17,2014/15,0.4807481685287128,0.15312936153995899
0.07865441029391529,-0.031317434570669156,0.1902091244211232,-0.2353747647491557,0.4014303575118711,0.6884444444444444,183,H3_sum,2014,47,2014-11-17,2014/15,321,Pre-pandemic,300,21,1,10,2014/15,-2.477302050402781,0.5994738181995924
0.04652344165723887,-0.05990455120954741,0.15613492715225052,-0.26333732476655114,0.3647477837007034,0.6183333333333333,184,H3_sum,2014,48,2014-11-24,2014/15,328,Pre-pandemic,300,28,15,16,2014/15,2.6193845640165536,0.1557076705356214
-0.0034776691730149523,-0.11044395930679751,0.10314900924364423,-0.3103836740254927,0.30497843233126826,0.49177777777777776,185,H3_sum,2014,49,2014-12-01,2014/15,335,Pre-pandemic,300,35,32,34,2014/15,0.7541612863150915,0.34424799211439416
-0.06620130877810815,-0.17259979045964713,0.038379396431773904,-0.3856895956023771,0.2523708995963006,0.33766666666666667,186,H3_sum,2014,50,2014-12-08,2014/15,342,Pre-pandemic,300,42,43,43,2014/15,0.29466696697373196,0.29772769172564906
-0.10895411402303523,-0.2173966553401563,-0.001076728556022255,-0.43977379998961824,0.2049963406835508,0.24833333333333332,187,H3_sum,2015,23,2015-06-01,2014/15,517,Pre-pandemic,300,217,0,1,2014/15,-6.066108090103747,-0.5994738181995926
-0.10910979349721606,-0.22231634701784897,-8.457313022347535e-6,-0.4381660300257544,0.21191839085602027,0.25,188,H3_sum,2015,40,2015-09-28,2015/16,271,Pre-pandemic,369,-98,8,14,2015/16,4.394449154672438,-0.1557076705356213
-0.11362452286509672,-0.223999960145838,-0.004642087476135259,-0.44096556940083753,0.2132478487769568,0.24055555555555555,189,H3_sum,2015,41,2015-10-05,2015/16,278,Pre-pandemic,369,-91,7,31,2015/16,-0.13176927763112334,-0.37719031152217525
-0.11546175206988196,-0.2248983939229917,-0.004453624740946904,-0.43778672697142673,0.21245418454330992,0.24066666666666667,190,H3_sum,2015,42,2015-10-12,2015/16,285,Pre-pandemic,369,-84,0,18,2015/16,-4.2626798770413155,-1.516527022525937
-0.08812619833017465,-0.2015811805017721,0.0219924347340561,-0.4155167904506608,0.23823128054978773,0.29744444444444446,191,H3_sum,2015,43,2015-10-19,2015/16,292,Pre-pandemic,369,-77,2,16,2015/16,3.044522437723423,0.7611306094308555
-0.08168452507913138,-0.19580624945455727,0.029021091496883367,-0.4117569065112519,0.24837057037228813,0.31077777777777776,192,H3_sum,2015,44,2015-10-26,2015/16,299,Pre-pandemic,369,-70,13,21,2015/16,1.8306748854777284,0.12018704213217818
-0.08215667533959015,-0.1929454482185321,0.027828782936649255,-0.40854862462392394,0.24349073282331016,0.3098888888888889,193,H3_sum,2015,45,2015-11-02,2015/16,306,Pre-pandemic,369,-63,0,20,2015/16,-4.875197323201151,-1.0656699692603289
-0.06753437169206578,-0.17670423975966632,0.04156531680081449,-0.3880554570145213,0.2614844048627074,0.33644444444444443,194,H3_sum,2015,46,2015-11-09,2015/16,313,Pre-pandemic,369,-56,6,23,2015/16,4.110873864173311,1.027718466043328
-0.0664267658744584,-0.17940603969399782,0.041657065548014016,-0.4028324404665087,0.25436865515266877,0.3398888888888889,195,H3_sum,2015,47,2015-11-16,2015/16,320,Pre-pandemic,369,-49,6,24,2015/16,0,0.26658785661247225
-0.06710872744910767,-0.17474054859440658,0.047858112839633815,-0.39066258147608873,0.2613220544994363,0.34155555555555556,196,H3_sum,2015,48,2015-11-23,2015/16,327,Pre-pandemic,369,-42,0,23,2015/16,-4.110873864173311,-1.2187993308002878
-0.03479519654163166,-0.14766335326731428,0.07272492023580368,-0.3672030669801815,0.2934301534597248,0.4126666666666667,197,H3_sum,2015,49,2015-11-30,2015/16,334,Pre-pandemic,369,-35,1,40,2015/16,2.3978952727983707,0.5994738181995928
-0.0032365191266956472,-0.1150098718473519,0.10467485767794038,-0.32910516027942716,0.32236900191682083,0.49244444444444446,198,H3_sum,2015,50,2015-12-07,2015/16,341,Pre-pandemic,369,-28,0,37,2015/16,-2.3978952727983707,-1.027718466043328
0.03624504047161825,-0.06933976428154842,0.1476864311250592,-0.28729959812260025,0.3650962289677939,0.5915555555555555,199,H3_sum,2015,51,2015-12-14,2015/16,348,Pre-pandemic,369,-21,5,98,2015/16,3.9318256327243257,-0.04476205786224641
0.07252506621168897,-0.039984620664676895,0.18384245775211255,-0.24945022647962653,0.40435450921365146,0.6684444444444444,200,H3_sum,2015,52,2015-12-21,2015/16,355,Pre-pandemic,369,-14,0,108,2015/16,-3.9318256327243257,0
0.11333832752999418,0.0012397545441633628,0.22119096028598162,-0.20990432441431942,0.44587677216297655,0.7517777777777778,201,H3_sum,2015,53,2015-12-28,2015/16,362,Pre-pandemic,369,-7,0,131,2015/16,0,-0.5994738181995927
0.14215524157768678,0.03092632521727612,0.25185563429149316,-0.18908883403899016,0.47767296544258747,0.8075555555555556,202,H3_sum,2016,1,2016-01-04,2015/16,369,Pre-pandemic,369,0,9,235,2015/16,4.51085950651685,1.1277148766292124
0.12933713129726843,0.01836189296371632,0.24101568648020455,-0.18840871723129193,0.45880051498503155,0.7864444444444444,203,H3_sum,2016,2,2016-01-11,2015/16,376,Pre-pandemic,369,7,10,204,2015/16,0.10426101032440946,0.17082372102923343
0.10547774336173721,-0.004343778604621318,0.2124606341407238,-0.212991023995371,0.4265746723845273,0.7413333333333333,204,H3_sum,2016,3,2016-01-18,2015/16,383,Pre-pandemic,369,14,4,259,2015/16,-0.9015484501369517,0.9283930166760769
0.07135958071454351,-0.038872514113189593,0.18242347589466906,-0.2542178568264656,0.3999460708721395,0.6705555555555556,205,H3_sum,2016,4,2016-01-25,2015/16,390,Pre-pandemic,369,21,2,485,2015/16,-0.6690496289808848,0.7611306094308556
0.03985920851677793,-0.07037397359284259,0.1503938071802009,-0.2816859029759184,0.36561636895509486,0.5955555555555555,206,H3_sum,2016,5,2016-02-01,2015/16,397,Pre-pandemic,369,28,8,547,2015/16,1.3499267169490157,-0.029102587961102877
0.00959593538809922,-0.09768745547084601,0.11759555781357589,-0.306296913357841,0.3333008633287062,0.5252222222222223,207,H3_sum,2016,6,2016-02-08,2015/16,404,Pre-pandemic,369,35,3,531,2015/16,-0.9604619501872924,-0.29528332808902835
-0.001513396765764119,-0.1126883556029259,0.10743266908560367,-0.3171023637392204,0.3159382019345524,0.49622222222222223,208,H3_sum,2016,7,2016-02-15,2015/16,411,Pre-pandemic,369,42,8,590,2015/16,0.9604619501872925,0.17021927199203274
-0.005692821129409609,-0.11464129987420513,0.09859435292241259,-0.32217320333489846,0.3098308815241286,0.48488888888888887,209,H3_sum,2016,8,2016-02-22,2015/16,418,Pre-pandemic,369,49,0,612,2015/16,-4.394449154672438,-0.7611306094308556
0.015543003097863606,-0.09483593349333863,0.12291604778636955,-0.3039596867178384,0.32569661284576285,0.5414444444444444,210,H3_sum,2016,9,2016-02-29,2015/16,425,Pre-pandemic,369,56,2,677,2015/16,3.044522437723423,-0.3374816792372538
0.019106405317393715,-0.0907966509848746,0.1260260483103608,-0.2971700370165499,0.33135900269472907,0.5454444444444444,211,H3_sum,2016,10,2016-03-07,2015/16,432,Pre-pandemic,369,63,19,735,2015/16,2.207750990323207,0.454571555890371
1.887873248418437e-5,-0.10648552811205958,0.11197093992275287,-0.3142289517349849,0.31872688150527434,0.5,212,H3_sum,2016,11,2016-03-14,2015/16,439,Pre-pandemic,369,70,1,1000,2015/16,-2.854378155248259,-0.4991384704685169
-0.013771823181241816,-0.12129452530502483,0.09371975798100696,-0.3243103599067454,0.30777629458457273,0.4662222222222222,213,H3_sum,2016,12,2016-03-21,2015/16,446,Pre-pandemic,369,77,36,786,2015/16,3.4909826855345103,1.4722194895832201
-0.04271821925086017,-0.1483085558817927,0.06359894653754361,-0.3555143326430779,0.27504957429600785,0.3928888888888889,214,H3_sum,2016,13,2016-03-28,2015/16,453,Pre-pandemic,369,84,4,741,2015/16,-2.1753058916285735,0.16726240724522112
-0.055541513753517346,-0.1679333261045668,0.052427360663348965,-0.3826464470237073,0.2722061573091205,0.365,215,H3_sum,2016,14,2016-04-04,2015/16,460,Pre-pandemic,369,91,0,519,2015/16,-3.7135720667043075,-1.3130683570116575
-0.05863068326189169,-0.17096112889322046,0.05705085638329077,-0.3889036799250273,0.28282549488818437,0.3671111111111111,216,H3_sum,2016,15,2016-04-11,2015/16,467,Pre-pandemic,369,98,2,431,2015/16,3.044522437723423,0.1616567912312632
-0.07253446865448365,-0.18790348364453735,0.03957944670631275,-0.3982976832576819,0.25961490008988247,0.3293333333333333,217,H3_sum,2016,16,2016-04-18,2015/16,474,Pre-pandemic,369,105,29,232,2015/16,2.6288008294480694,-0.05388867279034715
-0.10678945503359527,-0.2128830248425157,0.003467276654966933,-0.4279491489579425,0.22051740675562423,0.2574444444444444,218,H3_sum,2016,17,2016-04-25,2015/16,481,Pre-pandemic,369,112,46,192,2015/16,0.46007477582515593,0.604956494073085
-0.13161063122592376,-0.2426854909674967,-0.02386153716450834,-0.4521886866450359,0.19010648663795043,0.2078888888888889,219,H3_sum,2016,18,2016-05-02,2015/16,488,Pre-pandemic,369,119,0,159,2015/16,-6.133398042996649,-2.220446049250313e-16
-0.12112643278371371,-0.23356739615743116,-0.011127414525190837,-0.4498025300066157,0.20020744290942533,0.22766666666666666,220,H3_sum,2016,19,2016-05-09,2015/16,495,Pre-pandemic,369,126,38,114,2015/16,5.942799375126701,0.7245692343508194
-0.09863669803123143,-0.2124346490225445,0.014249655835152253,-0.4372847720284078,0.22732861184903438,0.2777777777777778,221,H3_sum,2016,20,2016-05-16,2015/16,502,Pre-pandemic,369,133,0,64,2015/16,-5.942799375126701,-1.418330816792873
-0.03788161069025486,-0.15009382638628144,0.07353738375670499,-0.3710381838558788,0.28929314845280046,0.4106666666666667,222,H3_sum,2016,21,2016-05-23,2015/16,509,Pre-pandemic,369,140,0,30,2015/16,0,-1.533349510749162
0.04078911221400949,-0.07661198574543171,0.1541780684280697,-0.2909309655280924,0.366922231703178,0.5895555555555556,223,H3_sum,2016,22,2016-05-30,2015/16,516,Pre-pandemic,369,147,0,23,2015/16,0,0
0.11572510985329809,0.007015313927752953,0.22711390916626528,-0.20374285317832805,0.45036240131074723,0.7634444444444445,224,H3_sum,2016,40,2016-10-03,2016/17,277,Pre-pandemic,347,-70,5,14,2016/17,3.9318256327243257,-0.5027434356005941
0.16941868169730834,0.06148672272886252,0.2774729894316028,-0.1573368973680249,0.49560905664930227,0.852,225,H3_sum,2016,41,2016-10-10,2016/17,284,Pre-pandemic,347,-63,8,10,2016/17,0.46262352194811307,1.0986122886681098
0.21757426732205276,0.10854423719274142,0.3249477014222994,-0.10347238059020428,0.5447575391619452,0.9085555555555556,226,H3_sum,2016,42,2016-10-17,2016/17,291,Pre-pandemic,347,-56,0,14,2016/17,-4.394449154672438,2.220446049250313e-16
0.2702480137948612,0.1643878296891329,0.37902373140945833,-0.033063595724779515,0.5976809881055848,0.9592222222222222,227,H3_sum,2016,43,2016-10-24,2016/17,298,Pre-pandemic,347,-49,9,10,2016/17,4.51085950651685,1.1277148766292124
0.30801763867447063,0.20149573633811269,0.41164417809726417,0.010220299306720079,0.6198243931134392,0.9781111111111112,228,H3_sum,2016,44,2016-10-31,2016/17,305,Pre-pandemic,347,-42,17,21,2016/17,0.63080404998581,0.3024594809445837
0.3242146985350647,0.22195936175408582,0.42940362043555813,0.032335729011188245,0.6335020162215185,0.9864444444444445,229,H3_sum,2016,45,2016-11-07,2016/17,312,Pre-pandemic,347,-35,20,22,2016/17,0.16164135155641582,0.2272139383466595
0.34038450271148535,0.24105762286144206,0.44340020227231025,0.048731613109093234,0.6402305120457259,0.9875555555555555,230,H3_sum,2016,46,2016-11-14,2016/17,319,Pre-pandemic,347,-28,46,50,2016/17,0.8300931349375728,1.5333495107491621
0.3631916256432737,0.26732140971919616,0.46547685725943766,0.07510255625829941,0.6683829541941145,0.9921111111111112,231,H3_sum,2016,47,2016-11-21,2016/17,326,Pre-pandemic,347,-21,26,27,2016/17,-0.568877635673955,0.2634152252014609
0.40116124365967387,0.3049587454195921,0.4999533842610284,0.12009031595410354,0.6901006108408395,0.9977777777777778,232,H3_sum,2016,48,2016-11-28,2016/17,333,Pre-pandemic,347,-14,61,63,2016/17,0.8505765518489018,0.31835835066723384
0.4295367543314317,0.3333705874647823,0.519481183725301,0.16898462308872983,0.7051439688609419,0.9991111111111111,233,H3_sum,2016,49,2016-12-05,2016/17,340,Pre-pandemic,347,-7,140,147,2016/17,0.8298445871654117,0.4854091595694828
0.4297911834973731,0.3436094772499878,0.5175371039247216,0.18117958716114074,0.6808886132487666,0.9998888888888889,234,H3_sum,2016,50,2016-12-12,2016/17,347,Pre-pandemic,347,0,235,243,2016/17,0.5176545022030625,0.40729950138585524
